recipe_food_id,ingredient_food_id,ingredient_name,quantity,quantity_unit,source_food_code,ingredient_name_original,amount_original,unit_original
GF-REC-00695,,"Cream, fresh, whipping",125.0,g,UK-12-333,Cream,125,g
GF-REC-00695,,Cocoa powder,5.0,g,UK-12-545,Cocoa,5,g
GF-REC-00695,,"Pears, canned in juice, whole contents",80.0,g,UK-14-197,Canned or stewed pears,2,halves
GF-REC-00695,,"Sugar, white",20.0,g,UK-17-063,Sugar,20,g
GF-REC-00695,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00695,,Gelatine,0.25,tsp,UK-17-360,Gelatine,.25,tsp
GF-REC-00695,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00695,,"Water, distilled",4.0,tbsp,UK-17-377,Water,4,tbsp
GF-REC-00695,,"Butter, unsalted",5.0,g,UK-17-661,Butter,5,g
GF-REC-00695,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00696,,Cocoa powder,5.0,g,UK-12-545,Cocoa,5,g
GF-REC-00696,,"Sugar, white",20.0,g,UK-17-063,Sugar,20,g
GF-REC-00696,,"Water, distilled",4.0,tsp,UK-17-377,Water,4,tbsp
GF-REC-00696,,"Butter, unsalted",5.0,g,UK-17-661,Butter,5,g
GF-REC-00697,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,1,tbsp
GF-REC-00697,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,g
GF-REC-00697,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00697,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00697,,"Coffee, powder, instant",1.0,tsp,UK-17-158,Instand coffee powder,1,tsp
GF-REC-00697,,Gelatine,0.25,tsp,UK-17-360,Gelatine,.25,tsp
GF-REC-00697,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00697,,"Cream, fluid, light (coffee cream or table cream)",125.0,g,US-170857,Cream,125,g
GF-REC-00697,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00698,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,1,tbsp
GF-REC-00698,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,g
GF-REC-00698,GF-ING-00316,"Egg, poultry, white, raw",34.0,g,M002,Egg white,1,
GF-REC-00698,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00698,,"Biscuits, digestive, plain",20.0,g,UK-11-799,Marie biscuits,20,g
GF-REC-00698,,"Cream, fresh, whipping",125.0,g,UK-12-333,Cream,125,g
GF-REC-00698,,"Pears, canned in juice, whole contents",80.0,g,UK-14-197,Canned or stewed pears,80,g
GF-REC-00698,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00698,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00698,,"Coffee, powder, instant",1.0,tsp,UK-17-158,Instand coffee powder,1,tsp
GF-REC-00698,,Gelatine,0.25,tsp,UK-17-360,Gelatine,.25,tsp
GF-REC-00698,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00698,,"Butter, unsalted",5.0,g,UK-17-661,Butter,5,g
GF-REC-00698,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00699,GF-ING-00293,Ground nut (Arachis hypogea),10.0,g,H012,Groundnuts,10,g
GF-REC-00699,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,g
GF-REC-00699,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00699,,"Breakfast cereal, crunchy clusters type, without nuts, unfortified",10.0,g,UK-11-938,Cornflakes,10,g
GF-REC-00699,,"Cream, fresh, whipping",125.0,g,UK-12-333,Cream,125,g
GF-REC-00699,,"Sugar, white",20.0,g,UK-17-063,Sugar,20,g
GF-REC-00699,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00699,,Gelatine,0.25,tsp,UK-17-360,Gelatine,.25,tsp
GF-REC-00699,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00699,,"Butter, unsalted",20.0,g,UK-17-661,Butter,20,g
GF-REC-00699,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00700,GF-ING-00282,Almond (Prunus amygdalus),2.2,g,H001,Almonds,2,
GF-REC-00700,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,g
GF-REC-00700,,"Flour, corn",0.5,tsp,UK-11-1045,Cornflour,.5,tsp
GF-REC-00700,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00700,,"Cream, fresh, whipping",20.0,g,UK-12-333,Cream,20,g
GF-REC-00700,,"Cream, fresh, whipping",125.0,g,UK-12-333,Cream,125,g
GF-REC-00700,,"Pears, canned in juice, whole contents",50.0,g,UK-14-197,Peaches (canned/stewed_,50,g
GF-REC-00700,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00700,,Gelatine,0.25,tsp,UK-17-360,Gelatine,.25,tsp
GF-REC-00700,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00700,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00700,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00700,,STRAWBERRY JAM,40.0,g,US-490013,Raspberry/Strawberry jam,2,tbsp
GF-REC-00701,,Red colour ,0.25,tsp,,Red color,1 to 2,drops
GF-REC-00701,GF-ING-00162,"Apple, big (Malus domestica)",50.0,g,E001,Cooking apple,50,g
GF-REC-00701,GF-ING-00194,"Lemon, juice (Citrus limon)",1.0,tsp,E033,Lemon juice,1,tsp
GF-REC-00701,GF-ING-00312,"Milk, whole, Cow",150.0,ml,L002,Milk,150,g
GF-REC-00701,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00701,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour/Arrowroot,1,tsp
GF-REC-00701,,"Cream, fresh, whipping",125.0,g,UK-12-333,Cream,125,g
GF-REC-00701,,"Cherries, glace",16.65,g,UK-14-335,Glaced cherries,5,
GF-REC-00701,,"Sugar, white",10.0,g,UK-17-063,Sugar,10,g
GF-REC-00701,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00701,,"Syrup, corn, dark",4.0,tbsp,UK-17-064,Fruit syrup,4,tbsp
GF-REC-00701,,Gelatine,0.25,tsp,UK-17-360,Gelatine,.25,tsp
GF-REC-00701,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00701,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00701,,"Water, distilled",50.0,ml,UK-17-377,Water,50,ml
GF-REC-00701,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00702,,Red colour ,0.25,tsp,,Red color,1 to 2,drops
GF-REC-00702,GF-ING-00194,"Lemon, juice (Citrus limon)",1.0,tsp,E033,Lemon juice,1,tsp
GF-REC-00702,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour/Arrowroot,1,tsp
GF-REC-00702,,"Cherries, glace",16.65,g,UK-14-335,Glaced cherries,5,
GF-REC-00702,,"Syrup, corn, dark",4.0,tbsp,UK-17-064,Fruit syrup,4,tbsp
GF-REC-00702,,"Water, distilled",1.0,tsp,UK-17-377,Water,1,tsp
GF-REC-00703,,ORANGE FLAVOURED JELLY CRYSTALS,30.0,g,,Orange flavoured jelly crystals,30,g
GF-REC-00703,GF-ING-00183,"Grapes, seeded, round, black (Vitis vinifera)",30.0,g,E022,Grapes,30,g
GF-REC-00703,GF-ING-00208,"Orange, pulp (Citrus aurantium)",150.0,g,E047,Orange,150,g
GF-REC-00703,GF-ING-00316,"Egg, poultry, white, raw",17.0,g,M002,Egg white,.5,
GF-REC-00703,,"Cream, fresh, whipping",15.0,g,UK-12-333,Whipped cream,15,g
GF-REC-00703,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00704,GF-ING-00170,"Banana, ripe, montham (Musa x paradisiaca)",100.0,g,E009,Banana,1,
GF-REC-00704,GF-ING-00183,"Grapes, seeded, round, black (Vitis vinifera)",8.0,g,E022,Black grapes,2,
GF-REC-00704,GF-ING-00312,"Milk, whole, Cow",80.0,ml,L002,Milk,80,ml
GF-REC-00704,,"Cream, fresh, whipping",30.0,g,UK-12-333,Ice cream or whipped cream,30,g
GF-REC-00704,,"Cream, fresh, whipping",15.0,g,UK-12-333,Whipped cream,15,g
GF-REC-00704,,"Lemons, flesh only, raw, weighed with peel and pips",15.0,g,UK-14-130,Lemon,.5,
GF-REC-00704,,Honey,1.5,tbsp,UK-17-050,Honey,1.5,tbsp
GF-REC-00704,,Gelatine,5.0,g,UK-17-360,Gelatine,5,g
GF-REC-00704,,"Water, distilled",60.0,ml,UK-17-377,Water,60,ml
GF-REC-00705,GF-ING-00316,"Egg, poultry, white, raw",17.0,g,M002,Egg white,.5,
GF-REC-00705,,"Cream, fresh, whipping",45.0,g,UK-12-333,Cream,45,g
GF-REC-00705,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00705,,Gelatine,5.0,g,UK-17-360,Gelatine,5,g
GF-REC-00705,,"Water, distilled",30.0,ml,UK-17-377,Boiling water,30,ml
GF-REC-00705,,"Water, distilled",30.0,ml,UK-17-377,Cold water,30,ml
GF-REC-00705,,"Raspberries, raw",80.0,g,US-167755,Raspberry,80,g
GF-REC-00706,,LEMON JELLY CRYSTALS,50.0,g,,Lemon jelly crystals,50,g
GF-REC-00706,GF-ING-00175,"Cherries, red (Prunus cerasus)",15.0,g,E014,Cherries,3,
GF-REC-00706,GF-ING-00312,"Milk, whole, Cow",0.75,C,L002,Milk,.75,cup
GF-REC-00706,,"Cream, fresh, whipping",40.0,g,UK-12-333,Whipped cream,40,g
GF-REC-00706,,"Pears, canned in juice, whole contents",80.0,g,UK-14-197,Peaches (canned/stewed_,80,g
GF-REC-00706,,"Sugar, white",1.0,tbsp,UK-17-063,Sugar,1,tbsp
GF-REC-00706,,"Water, distilled",1.0,tbsp,UK-17-377,Water,4,tbsp
GF-REC-00707,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00707,,"Cream, fresh, whipping",75.0,g,UK-12-333,Whipped cream,75,g
GF-REC-00707,,Cocoa powder,1.0,tbsp,UK-12-545,Cocoa,1,tbsp
GF-REC-00707,,"Sugar, icing",15.0,g,UK-17-062,Castor sugar,15,g
GF-REC-00707,,"Spirits, 40% volume",0.75,tsp,UK-17-247,Brandy,0.75,tsp
GF-REC-00707,,Gelatine,1.0,tsp,UK-17-360,Gelatine,1,tsp
GF-REC-00707,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00707,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00707,,"Chocolate, plain",0.25,tsp,UK-17-491,Chocolate,1,sprinkle
GF-REC-00708,,LEMON ESSENCE,0.5,tsp,,Lemon essence,.5,tsp
GF-REC-00708,,YELLOW COLOUR,0.25,tsp,,Lemon yellow colour,1,drops
GF-REC-00708,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00708,,"Cream, fresh, single",100.0,g,UK-12-332,Cream,100,g
GF-REC-00708,,"Lemons, flesh only, raw, weighed with peel and pips",22.5,g,UK-14-130,Lemon,.75,
GF-REC-00708,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherries,1,
GF-REC-00708,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00708,,Gelatine,5.0,g,UK-17-360,Gelatine,5,g
GF-REC-00708,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00709,,ORANGE COLOUR,0.25,tsp,,Orange colour,1,drops
GF-REC-00709,,ORANGE ESSENCE,0.5,tsp,,Orange essence,.5,tsp
GF-REC-00709,GF-ING-00208,"Orange, pulp (Citrus aurantium)",21.25,g,E047,Orange,.25,
GF-REC-00709,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00709,,"Cream, fresh, single",100.0,g,UK-12-332,Cream,100,g
GF-REC-00709,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherries,1,
GF-REC-00709,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00709,,Gelatine,5.0,g,UK-17-360,Gelatine,5,g
GF-REC-00709,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00710,,PINEAPPLE ESSENCE,0.5,tsp,,Pineapple essence,.5,tsp
GF-REC-00710,,YELLOW COLOUR,0.25,tsp,,Yellow color,1,drops
GF-REC-00710,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00710,,"Cream, fresh, single",100.0,g,UK-12-332,Cream,100,g
GF-REC-00710,,"Pineapple juice, unsweetened",1.0,tbsp,UK-14-286,Pineapple juice,1,tbsp
GF-REC-00710,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherries,1,
GF-REC-00710,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00710,,Gelatine,5.0,g,UK-17-360,Gelatine,5,g
GF-REC-00710,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00711,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00711,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00711,,"Cream, fresh, single",100.0,g,UK-12-332,Cream,100,g
GF-REC-00711,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherries,1,
GF-REC-00711,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00711,,Gelatine,5.0,g,UK-17-360,Gelatine,5,g
GF-REC-00711,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00711,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00712,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00712,GF-ING-00315,"Egg, poultry, whole, raw",50.0,g,M001,Egg,1,
GF-REC-00712,,"Cream, fresh, single",100.0,g,UK-12-332,Cream,100,g
GF-REC-00712,,Cocoa powder,3.0,g,UK-12-545,Cocoa powder,3,g
GF-REC-00712,,"Cherries, glace",5.0,g,UK-14-335,Glaced cherries,1,
GF-REC-00712,,"Sugar, icing",30.0,g,UK-17-062,Castor sugar,30,g
GF-REC-00712,,Gelatine,5.0,g,UK-17-360,Gelatine,5,g
GF-REC-00712,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00712,,"Chocolate, plain",5.0,g,UK-17-491,Chocolate,5,g
GF-REC-00713,GF-ING-00212,Pear (Pyrus sp.),75.0,g,E051,Apple or Pear,75,g
GF-REC-00713,GF-ING-00276,Nutmeg (Myristica fragrans),0.25,tsp,G028,Nutmeg/Cinnamon powder,1,pinch
GF-REC-00713,,"Sugar, white",15.0,g,UK-17-063,Sugar,15,g
GF-REC-00713,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00714,GF-ING-00166,"Apricot, dried (Prunus armeniaca)",60.0,g,E005,Dried apricots,60,g
GF-REC-00714,GF-ING-00194,"Lemon, juice (Citrus limon)",0.25,tsp,E033,Lemon juice,.25,tsp
GF-REC-00714,GF-ING-00282,Almond (Prunus amygdalus),2.2,g,H001,Almonds,2,
GF-REC-00714,,"Cream, fresh, whipping",60.0,g,UK-12-333,Whipped cream,60,g
GF-REC-00714,,"Sugar, white",30.0,g,UK-17-063,Sugar,30,g
GF-REC-00714,,"Water, distilled",75.0,ml,UK-17-377,Water,75,ml
GF-REC-00715,GF-ING-00175,"Cherries, red (Prunus cerasus)",10.0,g,E014,Cherries,2,
GF-REC-00715,GF-ING-00194,"Lemon, juice (Citrus limon)",0.33,tsp,E033,Lemon juice,.33,tsp
GF-REC-00715,GF-ING-00316,"Egg, poultry, white, raw",34.0,g,M002,Egg white,1,
GF-REC-00715,,"Flour, corn",5.0,g,UK-11-1045,Cornflour,5,g
GF-REC-00715,,"Cream, fresh, whipping",110.0,g,UK-12-333,Whipped cream/Vanilla ice cream,110,g
GF-REC-00715,,"Fruit cocktail, canned in juice, whole contents",150.0,g,UK-14-336,Fruit cocktail,150,g
GF-REC-00715,,"Sugar, icing",50.0,g,UK-17-062,Castor sugar,50,g
GF-REC-00715,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00716,GF-ING-00162,"Apple, big (Malus domestica)",50.0,g,E001,Cooking apple,50,g
GF-REC-00716,GF-ING-00218,"Raisins, dried, black (Vitis vinifera)",15.0,g,E057,Raisins,15,g
GF-REC-00716,,"Bread, white, average",25.0,g,UK-11-1145,Bread crumbs,25,g
GF-REC-00716,,Mixed curry spices,0.25,tsp,UK-13-886,Mixed spice,.25,tsp
GF-REC-00716,,"Lemons, flesh only, raw, weighed with peel and pips",7.5,g,UK-14-130,Lemon,.25,
GF-REC-00716,,"Lemons, flesh only, raw, weighed with peel and pips",7.5,g,UK-14-130,Lemon,.25,
GF-REC-00716,,Honey,0.75,tsp,UK-17-050,Golden syrup/Honey,.75,tsp
GF-REC-00716,,Honey,2.0,tsp,UK-17-050,Golden syrup/Honey,2,tsp
GF-REC-00716,,"Sugar, brown",15.0,g,UK-17-060,Brown sugar,15,g
GF-REC-00716,,"Sugar, white",15.0,g,UK-17-063,Sugar,15,g
GF-REC-00716,,"Water, distilled",30.0,ml,UK-17-377,Water,30,ml
GF-REC-00716,,"Butter, unsalted",5.0,g,UK-17-661,Butter,5,g
GF-REC-00716,,"Butter, unsalted",15.0,g,UK-17-661,Butter,15,g
GF-REC-00717,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",25.0,g,A018,Refined wheat flour,25,g
GF-REC-00717,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,1,tbsp
GF-REC-00717,GF-ING-00312,"Milk, whole, Cow",75.0,ml,L002,Milk,75,ml
GF-REC-00717,GF-ING-00315,"Egg, poultry, whole, raw",25.0,g,M001,Egg,.5,
GF-REC-00717,,"Flour, corn",1.0,tsp,UK-11-1045,Cornflour,1,tsp
GF-REC-00717,,Cocoa powder,1.0,tbsp,UK-12-545,Cocoa,1,tbsp
GF-REC-00717,,"Sugar, icing",25.0,g,UK-17-062,Castor sugar,25,g
GF-REC-00717,,"Sugar, white",15.0,g,UK-17-063,Sugar,15,g
GF-REC-00717,,Baking powder,0.3,tsp,UK-17-355,Baking powder,.375,tsp
GF-REC-00717,,"Butter, unsalted",20.0,g,UK-17-661,Butter,1,knob
GF-REC-00717,,"Butter, unsalted",25.0,g,UK-17-661,Butter,25,g
GF-REC-00717,,Vanilla extract,0.5,tsp,US-173471,Vanilla essence,.5,tsp
GF-REC-00718,,LEMON ESSENCE,0.5,tsp,,Lemon essence,.5,tsp
GF-REC-00718,,ORANGE COLOUR,0.25,tsp,,Orange colour,1,drops
GF-REC-00718,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",12.0,g,A018,Refined wheat flour,12,g
GF-REC-00718,GF-ING-00194,"Lemon, juice (Citrus limon)",2.0,tbsp,E033,Lemon juice,2,tbsp
GF-REC-00718,GF-ING-00312,"Milk, whole, Cow",60.0,ml,L002,Milk,60,ml
GF-REC-00718,GF-ING-00316,"Egg, poultry, white, raw",51.0,g,M002,Egg white,1.5,
GF-REC-00718,GF-ING-00317,"Egg, poultry, yolk, raw",24.0,g,M003,Egg yolk,1.5,
GF-REC-00718,,"Lemons, flesh only, raw, weighed with peel and pips",30.0,g,UK-14-130,Lemon,1,
GF-REC-00718,,"Sugar, icing",2.0,tbsp,UK-17-062,Castor sugar,30,g
GF-REC-00718,,"Butter, unsalted",12.0,g,UK-17-661,Butter,12,g
GF-REC-00719,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",10.0,g,A018,Refined wheat flour,10,g
GF-REC-00719,GF-ING-00312,"Milk, whole, Cow",1.0,tbsp,L002,Milk,1,tbsp
GF-REC-00719,,"Yogurt, whole milk, plain",1.5,tbsp,UK-12-184,Curds,1.5,tbsp
GF-REC-00719,,"Milk, evaporated, light",30.0,g,UK-12-324,Milk powder,30,g
GF-REC-00719,,"Oil, sunflower",240.0,ml,UK-17-045,Fat,for deep frying,
GF-REC-00719,,"Sugar, white",150.0,g,UK-17-063,Sugar,150,g
GF-REC-00719,,Bicarbonate of soda,0.25,tsp,UK-17-356,Soda bi-carb,1,pinch
GF-REC-00719,,"Water, distilled",1.0,tbsp,UK-17-377,Water,1,tbsp
GF-REC-00719,,"Water, distilled",120.0,ml,UK-17-377,Water,120,ml
GF-REC-00720,,KEWRA ESSENCE,0.5,tsp,,Kewra/Rose water essence,few,drops
GF-REC-00720,,REETHA,0.08,nos,,Reetha,.08,nos
GF-REC-00720,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",0.5,tbsp,A018,Refined wheat flour,.5,tbsp
GF-REC-00720,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Cow's milk,250,g
GF-REC-00720,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00720,,"Sugar, white",150.0,g,UK-17-063,Sugar,150,g
GF-REC-00720,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00720,,"Water, distilled",15.0,ml,UK-17-377,Water,15,ml
GF-REC-00720,,"Water, distilled",100.0,ml,UK-17-377,Water,100,ml
GF-REC-00720,,"Whey, acid, fluid",0.25,C,US-170885,Whey water,.25,cups
GF-REC-00721,,Food colour,0.5,tsp,,Food colour,.5,tsp
GF-REC-00721,,KEWRA ESSENCE,0.5,tsp,,Kewra essence,few,drops
GF-REC-00721,,REETHA,0.08,nos,,Reetha,.08,nos
GF-REC-00721,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",0.5,tbsp,A018,Refined wheat flour,.5,tbsp
GF-REC-00721,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00721,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Milk,250,g
GF-REC-00721,,"Sugar, white",150.0,g,UK-17-063,Sugar,150,g
GF-REC-00721,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00721,,"Water, distilled",15.0,ml,UK-17-377,Water,15,ml
GF-REC-00721,,"Water, distilled",100.0,ml,UK-17-377,Water,100,ml
GF-REC-00721,,"Whey, acid, fluid",0.25,C,US-170885,Whey water,.25,cups
GF-REC-00722,,Food colour,0.5,tsp,,Food colour,.5,tsp
GF-REC-00722,,KEWRA ESSENCE,0.5,tsp,,Kewra essence,few,drops
GF-REC-00722,,REETHA,0.08,nos,,Reetha,.08,nos
GF-REC-00722,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",0.5,tbsp,A018,Refined wheat flour,.5,tbsp
GF-REC-00722,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00722,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Milk,250,g
GF-REC-00722,,"Sugar, white",150.0,g,UK-17-063,Sugar,150,g
GF-REC-00722,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00722,,"Water, distilled",15.0,ml,UK-17-377,Water,15,ml
GF-REC-00722,,"Water, distilled",100.0,ml,UK-17-377,Water,100,ml
GF-REC-00722,,"Whey, acid, fluid",0.25,C,US-170885,Whey water,.25,cups
GF-REC-00723,,Food colour,0.5,tsp,,Food colour,.5,tsp
GF-REC-00723,,KEWRA ESSENCE,0.5,tsp,,Kewra essence,few,drops
GF-REC-00723,,REETHA,0.08,nos,,Reetha,.08,nos
GF-REC-00723,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",0.5,tbsp,A018,Refined wheat flour,.5,tbsp
GF-REC-00723,GF-ING-00299,Pistachio nuts (Pistacla vera),5.6,g,H018,Pistachionut,5.6,g
GF-REC-00723,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00723,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Milk,250,g
GF-REC-00723,,"Sugar, white",150.0,g,UK-17-063,Sugar,150,g
GF-REC-00723,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00723,,"Water, distilled",15.0,ml,UK-17-377,Water,15,ml
GF-REC-00723,,"Water, distilled",100.0,ml,UK-17-377,Water,100,ml
GF-REC-00723,,"Whey, acid, fluid",0.25,C,US-170885,Whey water,.25,cups
GF-REC-00724,,KEWRA ESSENCE,0.5,tsp,,Kewra/Rose water essence,few,drops
GF-REC-00724,,REETHA,0.08,nos,,Reetha,.08,nos
GF-REC-00724,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",0.5,tbsp,A018,Refined wheat flour,.5,tbsp
GF-REC-00724,GF-ING-00312,"Milk, whole, Cow",250.0,g,L002,Cow's milk,250,g
GF-REC-00724,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00724,,"Sugar, white",150.0,g,UK-17-063,Sugar,150,g
GF-REC-00724,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00724,,"Water, distilled",4.0,tbsp,UK-17-377,Water,4,tbsp
GF-REC-00724,,"Water, distilled",15.0,ml,UK-17-377,Water,15,ml
GF-REC-00724,,"Water, distilled",100.0,ml,UK-17-377,Water,100,ml
GF-REC-00724,,"Whey, acid, fluid",0.25,C,US-170885,Whey water,.25,cups
GF-REC-00725,,KEWRA ESSENCE,0.5,tsp,,Kewra essence,few,drops
GF-REC-00725,,REETHA,0.08,nos,,Reetha,.08,nos
GF-REC-00725,GF-ING-00018,"Wheat flour, refined (Triticum aestivum)",0.5,tbsp,A018,Refined wheat flour,.5,tbsp
GF-REC-00725,GF-ING-00299,Pistachio nuts (Pistacla vera),3.36,g,H018,Pistachionut,few,
GF-REC-00725,GF-ING-00312,"Milk, whole, Cow",15.0,ml,L002,Milk,15,ml
GF-REC-00725,GF-ING-00312,"Milk, whole, Cow",250.0,ml,L002,Milk,250,ml
GF-REC-00725,,Saffron,0.01,g,UK-13-852,Saffron,0.01,g
GF-REC-00725,,"Sugar, white",2.0,tsp,UK-17-063,Sugar,2,tsp
GF-REC-00725,,"Sugar, white",150.0,g,UK-17-063,Sugar,150,g
GF-REC-00725,,"Water, distilled",2.0,tbsp,UK-17-377,Water,2,tbsp
GF-REC-00725,,"Water, distilled",15.0,ml,UK-17-377,Water,15,ml
GF-REC-00725,,"Water, distilled",100.0,ml,UK-17-377,Water,100,ml
GF-REC-00725,,"Whey, acid, fluid",0.25,C,US-170885,Whey water,.25,cups
GF-REC-00726,,COLOUR,0.25,tsp,,Color (desired),1 to 2,drops
GF-REC-00726,,KEWRA ESSENCE,0.5,tsp,,Kewra,1 to 2,drops
GF-REC-00726,GF-ING-00268,"Cardamom, green (Elettaria cardamomum)",0.25,tsp,G020,Green cardamom,1,
GF-REC-00726,GF-ING-00287,"Coconut, kernal, dry (Cocos nucifera)",25.0,g,H006,Desiccated coconut,25,g
GF-REC-00726,GF-ING-00314,Khoa,50.0,g,L004,Khoa,50,g
GF-REC-00726,,"Sugar, icing",25.0,g,UK-17-062,Castor sugar,25,g
