food_id,source_id,source_record_id,source_name,food_group,region_code,scientific_name,source_tags
GF-ING-00716,SRC-USDA-FCT,X514,MUSTARD SAUCE,,,,
GF-ING-00717,SRC-USDA-FCT,H508,"Nuts, coconut water (liquid from coconuts)",,,,
GF-ING-00718,SRC-USDA-FCT,T510,"Oil, mustard",,,,
GF-ING-00719,SRC-USDA-FCT,G552,"Orange peel, raw",,,,
GF-ING-00720,SRC-USDA-FCT,G549,"Peppers, jalapeno, raw",,,,
GF-ING-00721,SRC-USDA-FCT,D507,PITTED BLACK OLIVES,,,,
GF-ING-00722,SRC-USDA-FCT,E513,"Raspberries, raw",,,,
GF-ING-00723,SRC-USDA-FCT,G543,RICE VINEGAR,,,,
GF-ING-00724,SRC-USDA-FCT,B511,ROASTED CHICKPEAS,,,,
GF-ING-00725,SRC-USDA-FCT,H503,"Seeds, lotus seeds, dried",,,,
GF-ING-00726,SRC-USDA-FCT,G535,"SIVA'S, AMHUR POWDER (DRY MANGO POWDER)",,,,
GF-ING-00727,SRC-USDA-FCT,L514,"Sour cream, regular",,,,
GF-ING-00728,SRC-USDA-FCT,B508,"Soybeans, mature seeds, raw",,,,
GF-ING-00729,SRC-USDA-FCT,G555,"Spices, onion powder",,,,
GF-ING-00730,SRC-USDA-FCT,G537,STAR ANISE,,,,
GF-ING-00731,SRC-USDA-FCT,W505,STRAWBERRY JAM,,,,
GF-ING-00732,SRC-USDA-FCT,A512,"SWEET SUNNAH, WHOLE BLACK SEEDS NIGELLA SATIVA",,,,
GF-ING-00733,SRC-USDA-FCT,I511,"TUTTI FRUTTI GUMBALLS, TUTTI FRUTTI",,,,
GF-ING-00734,SRC-USDA-FCT,G544,Vanilla extract,,,,
GF-ING-00735,SRC-USDA-FCT,G538,"Vinegar, distilled",,,,
GF-ING-00736,SRC-USDA-FCT,L517,"Whey, acid, fluid",,,,
GF-ING-00737,SRC-USDA-FCT,U507,WHITE HAMBURGER BUNS,,,,
GF-ING-00738,SRC-USDA-FCT,U508,WHOLE WHEAT HAMBURGER BUNS,,,,
GF-REC-00001,SRC-INDB,ASC001,Hot tea (Garam Chai),,,,
GF-REC-00002,SRC-INDB,ASC002,Instant coffee,,,,
GF-REC-00003,SRC-INDB,ASC003,Espreso coffee,,,,
GF-REC-00004,SRC-INDB,ASC004,Iced tea,,,,
GF-REC-00005,SRC-INDB,ASC005,Raw mango drink (Aam panna),,,,
GF-REC-00006,SRC-INDB,ASC006,Fruit Punch (with fresh juices),,,,
GF-REC-00007,SRC-INDB,ASC007,Fruit Punch (with squashes),,,,
GF-REC-00008,SRC-INDB,ASC008,Lemonade,,,,
GF-REC-00009,SRC-INDB,ASC009,Lem-o-gin,,,,
GF-REC-00010,SRC-INDB,ASC010,Cumin infused water (Jeere/Zeere ka pani),,,,
GF-REC-00011,SRC-INDB,ASC011,Coco pine cooler,,,,
GF-REC-00012,SRC-INDB,ASC012,Summer cooler,,,,
GF-REC-00013,SRC-INDB,ASC014,Hot cocoa,,,,
GF-REC-00014,SRC-INDB,ASC015,Cold coffee with ice cream,,,,
GF-REC-00015,SRC-INDB,ASC016,Banana milkshake (Kele milkshake),,,,
GF-REC-00016,SRC-INDB,ASC017,Mango milkshake (Aam milkshake),,,,
GF-REC-00017,SRC-INDB,ASC018,Pineapple milkshake (Ananas milkshake),,,,
GF-REC-00018,SRC-INDB,ASC019,Orange milkshake (Narangi milkshake),,,,
GF-REC-00019,SRC-INDB,ASC020,Egg nog,,,,
GF-REC-00020,SRC-INDB,ASC021,Sweet Lassi (Meethi lassi),,,,
GF-REC-00021,SRC-INDB,ASC022,Lassi (salted),,,,
GF-REC-00022,SRC-INDB,ASC023,Cheese and chilli sandwich ,,,,
GF-REC-00023,SRC-INDB,ASC024,Egg sandwich (Ande ka sandwich),,,,
GF-REC-00024,SRC-INDB,ASC025,Cucumber sandwich (Kheere ka sandwich),,,,
GF-REC-00025,SRC-INDB,ASC026,Cheese and pineapple sandwich (Cheese aur ananas ka sandwich),,,,
GF-REC-00026,SRC-INDB,ASC027,Cheese and tomato sandwich (Cheese aur tamatar ke sandwich),,,,
GF-REC-00027,SRC-INDB,ASC028,Chicken sandwich,,,,
GF-REC-00028,SRC-INDB,ASC029,Peanut and tomato sandwich (Moongfali aur tamatar ka sandwich),,,,
GF-REC-00029,SRC-INDB,ASC030,Rainbow sandwich,,,,
GF-REC-00030,SRC-INDB,ASC031,Club sandwich ,,,,
GF-REC-00031,SRC-INDB,ASC032,Vegetarian club sandwich,,,,
GF-REC-00032,SRC-INDB,ASC033,Pin wheel sandwich,,,,
GF-REC-00033,SRC-INDB,ASC034,Carrot apple sandwich (Gajar aur seb ka sandwich),,,,
GF-REC-00034,SRC-INDB,ASC035,Salami sandwich,,,,
GF-REC-00035,SRC-INDB,ASC036,Vegetable and mayonnaise sandwich,,,,
GF-REC-00036,SRC-INDB,ASC037,Egg and tomato sandwich (Ande aur tamatar ka sandwich),,,,
GF-REC-00037,SRC-INDB,ASC038,Sweet open sandwich,,,,
GF-REC-00038,SRC-INDB,ASC039,Mushroom and cheese sandwich (toasted),,,,
GF-REC-00039,SRC-INDB,ASC040,Cheese and tomato sandwich (toasted) (Cheese aur tamatar ke sandwich (toasted)),,,,
GF-REC-00040,SRC-INDB,ASC041,Pea potato sandwich (toasted) (Matar aloo ka sandwich),,,,
GF-REC-00041,SRC-INDB,ASC042,Paneer pea sandwich (toasted) (Paneer matar ka sandwich),,,,
GF-REC-00042,SRC-INDB,ASC043,Chicken sandwich (toasted),,,,
GF-REC-00043,SRC-INDB,ASC044,Pea keema sandwich (toasted) (Matar aur keema ka sandwich),,,,
GF-REC-00044,SRC-INDB,ASC045,Classic club sandwich,,,,
GF-REC-00045,SRC-INDB,ASC046,Sesame toast,,,,
GF-REC-00046,SRC-INDB,ASC047,Cracked wheat porridge (Meetha daliya),,,,
GF-REC-00047,SRC-INDB,ASC048,Semolina porridge (Suji/Rava daliya),,,,
GF-REC-00048,SRC-INDB,ASC050,Oatmeal Porridge,,,,
GF-REC-00049,SRC-INDB,ASC051,Cornflakes with milk,,,,
GF-REC-00050,SRC-INDB,ASC052,Rice flakes (Chiwda/Aval),,,,
GF-REC-00051,SRC-INDB,ASC053,Wheat flakes,,,,
GF-REC-00052,SRC-INDB,ASC054,Murmura (Puffed rice),,,,
GF-REC-00053,SRC-INDB,ASC055,Puffed wheat (Murmure/Moori),,,,
GF-REC-00054,SRC-INDB,ASC056,Boiled egg (Ubla anda),,,,
GF-REC-00055,SRC-INDB,ASC057,Fried Egg ,,,,
GF-REC-00056,SRC-INDB,ASC058,Poached egg,,,,
GF-REC-00057,SRC-INDB,ASC059,Scrambled egg (Ande ki bhurji),,,,
GF-REC-00058,SRC-INDB,ASC060,Baked egg ,,,,
GF-REC-00059,SRC-INDB,ASC061,Plain omelette/omlet,,,,
GF-REC-00060,SRC-INDB,ASC062,Stuffed egg omelette/omlet,,,,
GF-REC-00061,SRC-INDB,ASC063,Pancake,,,,
GF-REC-00062,SRC-INDB,ASC064,Keema pancake,,,,
GF-REC-00063,SRC-INDB,ASC065,Vegetable pancake,,,,
GF-REC-00064,SRC-INDB,ASC066,Jam and fruit pancake,,,,
GF-REC-00065,SRC-INDB,ASC067,Khoa and coconut pancake,,,,
GF-REC-00066,SRC-INDB,ASC068,Brown stock,,,,
GF-REC-00067,SRC-INDB,ASC069,Vegetable stock,,,,
GF-REC-00068,SRC-INDB,ASC070,Chicken stock,,,,
GF-REC-00069,SRC-INDB,ASC071,White sauce (thin),,,,
GF-REC-00070,SRC-INDB,ASC072,White sauce (medium),,,,
GF-REC-00071,SRC-INDB,ASC073,White sauce (thick),,,,
GF-REC-00072,SRC-INDB,ASC074,Cheese sauce,,,,
GF-REC-00073,SRC-INDB,ASC075,Egg sauce,,,,
GF-REC-00074,SRC-INDB,ASC076,Mushroom sauce,,,,
GF-REC-00075,SRC-INDB,ASC077,Mustard sauce,,,,
GF-REC-00076,SRC-INDB,ASC078,Brown sauce,,,,
GF-REC-00077,SRC-INDB,ASC079,Clear tomato soup (Tamatar ka soup),,,,
GF-REC-00078,SRC-INDB,ASC080,Lentil soup,,,,
GF-REC-00079,SRC-INDB,ASC081,Chicken consomme (Clear chicken soup),,,,
GF-REC-00080,SRC-INDB,ASC082,Cream of tomato soup,,,,
GF-REC-00081,SRC-INDB,ASC083,Cream of green peas soup,,,,
GF-REC-00082,SRC-INDB,ASC084,Cream of spinach soup,,,,
GF-REC-00083,SRC-INDB,ASC085,Cream of mixed vegetable soup,,,,
GF-REC-00084,SRC-INDB,ASC086,Cream of mushroom soup,,,,
GF-REC-00085,SRC-INDB,ASC087,Chicken sweet corn soup,,,,
GF-REC-00086,SRC-INDB,ASC088,Minestrone soup,,,,
GF-REC-00087,SRC-INDB,ASC089,Egg drop soup,,,,
GF-REC-00088,SRC-INDB,ASC090,Chinese cabbage and meat ball soup,,,,
GF-REC-00089,SRC-INDB,ASC091,French onion soup,,,,
GF-REC-00090,SRC-INDB,ASC092,Hot and sour soup,,,,
GF-REC-00091,SRC-INDB,ASC093,Talaumein soup,,,,
GF-REC-00092,SRC-INDB,ASC094,Cold cucumber soup (Thanda kheere ka soup),,,,
GF-REC-00093,SRC-INDB,ASC095,Cold summer garden soup,,,,
GF-REC-00094,SRC-INDB,ASC096,Chapati/Roti,,,,
GF-REC-00095,SRC-INDB,ASC097,Plain parantha/paratha,,,,
GF-REC-00096,SRC-INDB,ASC098,Potato parantha/paratha (Aloo ka parantha/paratha),,,,
GF-REC-00097,SRC-INDB,ASC099,Radish parantha/paratha (Mooli ka parantha/paratha),,,,
GF-REC-00098,SRC-INDB,ASC100,Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),,,,
GF-REC-00099,SRC-INDB,ASC101,Dal parantha/paratha,,,,
GF-REC-00100,SRC-INDB,ASC102,Sprouted moong parantha/paratha,,,,
GF-REC-00101,SRC-INDB,ASC103,Pea parantha/paratha (Matar ka parantha/paratha),,,,
GF-REC-00102,SRC-INDB,ASC104,Keema parantha/paratha,,,,
GF-REC-00103,SRC-INDB,ASC105,Paneer parantha/paratha,,,,
GF-REC-00104,SRC-INDB,ASC106,Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),,,,
GF-REC-00105,SRC-INDB,ASC107,Poori,,,,
GF-REC-00106,SRC-INDB,ASC108,Spinach poori (Palak poori),,,,
GF-REC-00107,SRC-INDB,ASC109,Methi poori,,,,
GF-REC-00108,SRC-INDB,ASC110,Dal stuffed poori,,,,
GF-REC-00109,SRC-INDB,ASC111,Potato stuffed poori (Aloo ki poori),,,,
GF-REC-00110,SRC-INDB,ASC112,Tandoori parantha/paratha,,,,
GF-REC-00111,SRC-INDB,ASC113,Boiled rice (Uble chawal),,,,
GF-REC-00112,SRC-INDB,ASC114,Plain pulao,,,,
GF-REC-00113,SRC-INDB,ASC115,Mixed vegetable pulao,,,,
GF-REC-00114,SRC-INDB,ASC116,Mushroom pulao,,,,
GF-REC-00115,SRC-INDB,ASC117,Sprouted moong pulao,,,,
GF-REC-00116,SRC-INDB,ASC118,Paneer pulao,,,,
GF-REC-00117,SRC-INDB,ASC119,Peanut pulao ,,,,
GF-REC-00118,SRC-INDB,ASC120,Navratan pulao,,,,
GF-REC-00119,SRC-INDB,ASC121,Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),,,,
GF-REC-00120,SRC-INDB,ASC122,Mutton biryani/biriyani,,,,
GF-REC-00121,SRC-INDB,ASC123,Vegetable biryani/biriyani,,,,
GF-REC-00122,SRC-INDB,ASC124,"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",,,,
GF-REC-00123,SRC-INDB,ASC125,Sweet rice (Meethe chawal),,,,
GF-REC-00124,SRC-INDB,ASC126,Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),,,,
GF-REC-00125,SRC-INDB,ASC127,Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),,,,
GF-REC-00126,SRC-INDB,ASC128,Spanish rice,,,,
GF-REC-00127,SRC-INDB,ASC129,Chinese fried rice,,,,
GF-REC-00128,SRC-INDB,ASC130,Classic italian pasta,,,,
GF-REC-00129,SRC-INDB,ASC131,Pasta spinach sauce,,,,
GF-REC-00130,SRC-INDB,ASC132,Pasta cheese sauce,,,,
GF-REC-00131,SRC-INDB,ASC133,Macroni cheese pie,,,,
GF-REC-00132,SRC-INDB,ASC134,Vegetable chowmein,,,,
GF-REC-00133,SRC-INDB,ASC135,Chicken chowmein,,,,
GF-REC-00134,SRC-INDB,ASC136,Cheese noodle ring,,,,
GF-REC-00135,SRC-INDB,ASC137,Spaghetti and cheese balls in tomato sauce,,,,
GF-REC-00136,SRC-INDB,ASC138,Penne platter,,,,
GF-REC-00137,SRC-INDB,ASC139,Pasta hot pot,,,,
GF-REC-00138,SRC-INDB,ASC140,Chicken lasagne,,,,
GF-REC-00139,SRC-INDB,ASC141,Fettuccine with spinach sauce,,,,
GF-REC-00140,SRC-INDB,ASC142,Naan,,,,
GF-REC-00141,SRC-INDB,ASC143,Bhatura,,,,
GF-REC-00142,SRC-INDB,ASC144,Idli,,,,
GF-REC-00143,SRC-INDB,ASC146,Masala dosa,,,,
GF-REC-00144,SRC-INDB,ASC147,Semolina dosa (Suji/Rava dosa),,,,
GF-REC-00145,SRC-INDB,ASC148,Onion tomato uttapam,,,,
GF-REC-00146,SRC-INDB,ASC149,Paneer kaathi roll,,,,
GF-REC-00147,SRC-INDB,ASC150,Makki ki roti,,,,
GF-REC-00148,SRC-INDB,ASC151,Washed moong dal (Dhuli moong ki dal),,,,
GF-REC-00149,SRC-INDB,ASC152,Washed urad dal (Dhuli urad ki dal),,,,
GF-REC-00150,SRC-INDB,ASC153,Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),,,,
GF-REC-00151,SRC-INDB,ASC154,Dry washed urad,,,,
GF-REC-00152,SRC-INDB,ASC155,Mixed dal,,,,
GF-REC-00153,SRC-INDB,ASC156,Whole moong (Moong ki dal),,,,
GF-REC-00154,SRC-INDB,ASC157,Whole masoor (Masoor ki dal),,,,
GF-REC-00155,SRC-INDB,ASC158,Whole moth (Moth ki dal),,,,
GF-REC-00156,SRC-INDB,ASC159,Whole urad (Urad ki dal),,,,
GF-REC-00157,SRC-INDB,ASC160,Moti mahal dal (Urad rajmah mix dal),,,,
GF-REC-00158,SRC-INDB,ASC161,Black channa curry/Bengal gram curry (Kale chane ki curry),,,,
GF-REC-00159,SRC-INDB,ASC162,Chickpeas curry (Safed channa curry),,,,
GF-REC-00160,SRC-INDB,ASC163,Lobia curry,,,,
GF-REC-00161,SRC-INDB,ASC164,Soyabean curry,,,,
GF-REC-00162,SRC-INDB,ASC165,Kidney bean curry (Rajmah curry),,,,
GF-REC-00163,SRC-INDB,ASC167,Sambar,,,,
GF-REC-00164,SRC-INDB,ASC168,Besan kadhi with pakodies,,,,
GF-REC-00165,SRC-INDB,ASC169,Khatta channa,,,,
GF-REC-00166,SRC-INDB,ASC170,Sprouted moong dal chat,,,,
GF-REC-00167,SRC-INDB,ASC171,Potato cauliflower (Aloo gobhi),,,,
GF-REC-00168,SRC-INDB,ASC172,Potato capsicum (Shimla mirch aloo),,,,
GF-REC-00169,SRC-INDB,ASC173,Cabbage and peas (Pattagobhi aur matar),,,,
GF-REC-00170,SRC-INDB,ASC174,Carrot and fenugreek leaves (Gajar methi),,,,
GF-REC-00171,SRC-INDB,ASC175,Potato fenugreek (Aloo methi),,,,
GF-REC-00172,SRC-INDB,ASC177,Brinjal bhartha (Baingan ka bhartha),,,,
GF-REC-00173,SRC-INDB,ASC178,Dry potato (Sookhe aloo),,,,
GF-REC-00174,SRC-INDB,ASC179,Beans with coconut (Nariyal aur sem/phali; Beans thoran),,,,
GF-REC-00175,SRC-INDB,ASC180,Cauliflower with coconut (Nariyal ke saath phoolgobhi),,,,
GF-REC-00176,SRC-INDB,ASC181,Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),,,,
GF-REC-00177,SRC-INDB,ASC182,Raw turnip with coconut ,,,,
GF-REC-00178,SRC-INDB,ASC183,Raw papaya with coconut (Papaya thoran),,,,
GF-REC-00179,SRC-INDB,ASC184,Stuffed okra (Bharwa bhindi),,,,
GF-REC-00180,SRC-INDB,ASC185,Stuffed round gourd (Bharwa tinde),,,,
GF-REC-00181,SRC-INDB,ASC186,Stuffed capsicum (Bharwa shimla mirch),,,,
GF-REC-00182,SRC-INDB,ASC187,Stuffed brinjal (Bharwa baingan),,,,
GF-REC-00183,SRC-INDB,ASC189,Stuffed tomatoes (Bharwa tamatar),,,,
GF-REC-00184,SRC-INDB,ASC190,Pea potato curry (Aloo matar),,,,
GF-REC-00185,SRC-INDB,ASC191,Pea paneer curry (Matar paneer),,,,
GF-REC-00186,SRC-INDB,ASC192,Pea mushroom curry (Matar mushroom),,,,
GF-REC-00187,SRC-INDB,ASC193,Pea curry (Matar ki sabzi),,,,
GF-REC-00188,SRC-INDB,ASC194,Pea vadi curry,,,,
GF-REC-00189,SRC-INDB,ASC195,Paneer curry,,,,
GF-REC-00190,SRC-INDB,ASC196,Lotus stem curry (Kamal kakdi curry),,,,
GF-REC-00191,SRC-INDB,ASC197,Gravy for kofta,,,,
GF-REC-00192,SRC-INDB,ASC198,Pea kofta curry (Matar kofta curry),,,,
GF-REC-00193,SRC-INDB,ASC199,Spinach kofta curry (Palak kofta curry),,,,
GF-REC-00194,SRC-INDB,ASC200,Paneer kofta curry,,,,
GF-REC-00195,SRC-INDB,ASC201,Lotus stem kofta curry (Kamal kakdi kofta curry),,,,
GF-REC-00196,SRC-INDB,ASC202,Raw banana kofta curry (Kela kofta curry),,,,
GF-REC-00197,SRC-INDB,ASC203,Cauliflower kofta curry (Phoolgobhi kofta curry),,,,
GF-REC-00198,SRC-INDB,ASC204,Cabbage kofta curry (Pattagobhi kofta curry),,,,
GF-REC-00199,SRC-INDB,ASC205,Ghiya/Lauki Kofta Curry,,,,
GF-REC-00200,SRC-INDB,ASC206,Spinach paneer kofta curry (Palak paneer kofta curry),,,,
GF-REC-00201,SRC-INDB,ASC207,Vegetarian egg kofta curry,,,,
GF-REC-00202,SRC-INDB,ASC208,Baked vegetables,,,,
GF-REC-00203,SRC-INDB,ASC209,Cauliflower musallam (Phoolgobhi musallam),,,,
GF-REC-00204,SRC-INDB,ASC210,Baked vegetables with spinach ,,,,
GF-REC-00205,SRC-INDB,ASC211,Baked potato with skin ,,,,
GF-REC-00206,SRC-INDB,ASC212,Shepherd's pie (vegetarian),,,,
GF-REC-00207,SRC-INDB,ASC213,Baked brinjal in tomato sauce,,,,
GF-REC-00208,SRC-INDB,ASC214,Dum aloo,,,,
GF-REC-00209,SRC-INDB,ASC215,Spinach paneer (Palak paneer),,,,
GF-REC-00210,SRC-INDB,ASC216,Methi chaman,,,,
GF-REC-00211,SRC-INDB,ASC217,Sarson ka saag,,,,
GF-REC-00212,SRC-INDB,ASC218,Jackfruit sabzi (Kathal ki sabzi),,,,
GF-REC-00213,SRC-INDB,ASC219,Avial,,,,
GF-REC-00214,SRC-INDB,ASC220,Al yakhani,,,,
GF-REC-00215,SRC-INDB,ASC221,Shahi paneer,,,,
GF-REC-00216,SRC-INDB,ASC222,Paneer in butter sauce,,,,
GF-REC-00217,SRC-INDB,ASC223,Methi malai paneer,,,,
GF-REC-00218,SRC-INDB,ASC224,Chilli paneer,,,,
GF-REC-00219,SRC-INDB,ASC225,Paneer makhana korma,,,,
GF-REC-00220,SRC-INDB,ASC226,Kadhai Paneer,,,,
GF-REC-00221,SRC-INDB,ASC227,Roghan josh,,,,
GF-REC-00222,SRC-INDB,ASC228,Spinach mutton (Palak mutton),,,,
GF-REC-00223,SRC-INDB,ASC229,Pea keema curry (Matar keema ki sabzi),,,,
GF-REC-00224,SRC-INDB,ASC230,Keema kofta curry,,,,
GF-REC-00225,SRC-INDB,ASC231,Kashmiri mutton koftas (Gushtaba),,,,
GF-REC-00226,SRC-INDB,ASC232,Mutton yakhni,,,,
GF-REC-00227,SRC-INDB,ASC233,Chicken yakhni,,,,
GF-REC-00228,SRC-INDB,ASC234,Mutton do piaza,,,,
GF-REC-00229,SRC-INDB,ASC236,Mutton chops,,,,
GF-REC-00230,SRC-INDB,ASC237,Shammi kebab,,,,
GF-REC-00231,SRC-INDB,ASC238,Scotch egg,,,,
GF-REC-00232,SRC-INDB,ASC240,Chicken curry,,,,
GF-REC-00233,SRC-INDB,ASC241,Tandoori chicken,,,,
GF-REC-00234,SRC-INDB,ASC242,Butter chicken,,,,
GF-REC-00235,SRC-INDB,ASC243,Chicken kebab,,,,
GF-REC-00236,SRC-INDB,ASC244,Chilli chicken,,,,
GF-REC-00237,SRC-INDB,ASC245,Fried chicken with tomato sauce (Fried chicken tamatar ki chutney kay saath),,,,
GF-REC-00238,SRC-INDB,ASC246,Fish curry (Machli curry),,,,
GF-REC-00239,SRC-INDB,ASC247,Fried fish (Indian style) (Tali hui machli),,,,
GF-REC-00240,SRC-INDB,ASC248,Fried fish and Chips (English Style) (Tali hui machli aur chips),,,,
GF-REC-00241,SRC-INDB,ASC249,Tomato fish,,,,
GF-REC-00242,SRC-INDB,ASC250,Baked fish with cheese sauce,,,,
GF-REC-00243,SRC-INDB,ASC251,Fish tikka,,,,
GF-REC-00244,SRC-INDB,ASC252,Tandoori fish,,,,
GF-REC-00245,SRC-INDB,ASC253,"Paneer, apple and pineapple salad",,,,
GF-REC-00246,SRC-INDB,ASC254,Russian salad,,,,
GF-REC-00247,SRC-INDB,ASC255,Pasta salad,,,,
GF-REC-00248,SRC-INDB,ASC256,Deviled egg,,,,
GF-REC-00249,SRC-INDB,ASC257,Hawain salad,,,,
GF-REC-00250,SRC-INDB,ASC258,Mixed pulse and vegetable salad,,,,
GF-REC-00251,SRC-INDB,ASC259,Sprouted moong salad ,,,,
GF-REC-00252,SRC-INDB,ASC260,Tossed salad,,,,
GF-REC-00253,SRC-INDB,ASC261,Mixed vegetable salad with curd sauce,,,,
GF-REC-00254,SRC-INDB,ASC262,Potato salad (Aloo ka salaad),,,,
GF-REC-00255,SRC-INDB,ASC263,Waldroff salad,,,,
GF-REC-00256,SRC-INDB,ASC264,Coleslaw,,,,
GF-REC-00257,SRC-INDB,ASC265,Fruit salad (Phalon ka salaad),,,,
GF-REC-00258,SRC-INDB,ASC266,Mayonnaise,,,,
GF-REC-00259,SRC-INDB,ASC267,Low calorie quick mayonnaise,,,,
GF-REC-00260,SRC-INDB,ASC268,Thousand island dressing,,,,
GF-REC-00261,SRC-INDB,ASC269,Tomato onion raita (Tamatar aur pyaaz ka raita),,,,
GF-REC-00262,SRC-INDB,ASC270,Peanut raita (Mungfali ka raita),,,,
GF-REC-00263,SRC-INDB,ASC271,Sprouted moong raita ,,,,
GF-REC-00264,SRC-INDB,ASC272,Bottle gourd raita (Ghiya/Lauki ka raita),,,,
GF-REC-00265,SRC-INDB,ASC273,Cucumber raita (Kheere ka raita),,,,
GF-REC-00266,SRC-INDB,ASC274,Carrot and spinach raita (Gajar aur palak ka raita),,,,
GF-REC-00267,SRC-INDB,ASC275,Mint raita (Pudinay ka raita),,,,
GF-REC-00268,SRC-INDB,ASC276,Potato raita (Aloo ka raita),,,,
GF-REC-00269,SRC-INDB,ASC277,Boondi raita,,,,
GF-REC-00270,SRC-INDB,ASC278,Sweet raita (Meetha raita),,,,
GF-REC-00271,SRC-INDB,ASC279,Dahi vadas/Dahi bhalla,,,,
GF-REC-00272,SRC-INDB,ASC280,Gunjia,,,,
GF-REC-00273,SRC-INDB,ASC281,Saunth/Sonth chutney with tamarind/imli,,,,
GF-REC-00274,SRC-INDB,ASC282,Rice kheer (Chawal ki kheer),,,,
GF-REC-00275,SRC-INDB,ASC283,Makhana kheer,,,,
GF-REC-00276,SRC-INDB,ASC285,Vermicelli kheer (Semiya/Seviyan ki kheer),,,,
GF-REC-00277,SRC-INDB,ASC286,Semolina kheer (Suji/Rava kheer),,,,
GF-REC-00278,SRC-INDB,ASC287,Paneer kheer,,,,
GF-REC-00279,SRC-INDB,ASC288,Cabbage kheer (Pattagobhi ki kheer),,,,
GF-REC-00280,SRC-INDB,ASC289,Carrot kheer (Gajar ki kheer),,,,
GF-REC-00281,SRC-INDB,ASC290,Cauliflower kheer (Phoolgobhi ki kheer),,,,
GF-REC-00282,SRC-INDB,ASC291,Moong dal kheer,,,,
GF-REC-00283,SRC-INDB,ASC292,Phirni,,,,
GF-REC-00284,SRC-INDB,ASC293,Semolina halwa (Suji ka halwa),,,,
GF-REC-00285,SRC-INDB,ASC294,Shahi suji halwa,,,,
GF-REC-00286,SRC-INDB,ASC295,Carrot halwa (Gajar ka halwa),,,,
GF-REC-00287,SRC-INDB,ASC296,Egg halwa (Ande ka halwa),,,,
GF-REC-00288,SRC-INDB,ASC297,Potato halwa (Aloo ka halwa),,,,
GF-REC-00289,SRC-INDB,ASC298,Pumpkin halwa (Kaddu ka halwa),,,,
GF-REC-00290,SRC-INDB,ASC299,Moong dal halwa,,,,
GF-REC-00291,SRC-INDB,ASC300,Caramel custard (steamed),,,,
GF-REC-00292,SRC-INDB,ASC301,Baked custard,,,,
GF-REC-00293,SRC-INDB,ASC302,Soft Custard (stirred),,,,
GF-REC-00294,SRC-INDB,ASC304,Chocolate ice cream,,,,
GF-REC-00295,SRC-INDB,ASC305,Mango ice cream,,,,
GF-REC-00296,SRC-INDB,ASC307,Fruit Ice cream (Phalon ka Ice cream),,,,
GF-REC-00297,SRC-INDB,ASC308,Caramel ice cream,,,,
GF-REC-00298,SRC-INDB,ASC309,Lemon souffle,,,,
GF-REC-00299,SRC-INDB,ASC310,Orange souffle,,,,
GF-REC-00300,SRC-INDB,ASC311,Vanilla souffle,,,,
GF-REC-00301,SRC-INDB,ASC312,Chocolate souffle,,,,
GF-REC-00302,SRC-INDB,ASC313,Pineapple souffle ,,,,
GF-REC-00303,SRC-INDB,ASC314,Apple mousse,,,,
GF-REC-00304,SRC-INDB,ASC315,Rich chocolate mousse,,,,
GF-REC-00305,SRC-INDB,ASC316,Mango mousse,,,,
GF-REC-00306,SRC-INDB,ASC317,Orange and pineapple cream,,,,
GF-REC-00307,SRC-INDB,ASC318,Charlotte rousse,,,,
GF-REC-00308,SRC-INDB,ASC319,Triffle pudding,,,,
GF-REC-00309,SRC-INDB,ASC320,Snow flakes pudding,,,,
GF-REC-00310,SRC-INDB,ASC321,Kulfi,,,,
GF-REC-00311,SRC-INDB,ASC322,Steamed orange pudding,,,,
GF-REC-00312,SRC-INDB,ASC323,Meringue and rice pudding,,,,
GF-REC-00313,SRC-INDB,ASC324,Cheese pudding,,,,
GF-REC-00314,SRC-INDB,ASC325,Chocolate pudding,,,,
GF-REC-00315,SRC-INDB,ASC326,Bread and butter pudding ,,,,
GF-REC-00316,SRC-INDB,ASC327,Queen of pudding,,,,
GF-REC-00317,SRC-INDB,ASC328,Pineapple upside down pudding,,,,
GF-REC-00318,SRC-INDB,ASC329,Date and nut pie,,,,
GF-REC-00319,SRC-INDB,ASC330,Stewed apple with custard,,,,
GF-REC-00320,SRC-INDB,ASC331,Apple snowballs,,,,
GF-REC-00321,SRC-INDB,ASC332,Hot orange souffle,,,,
GF-REC-00322,SRC-INDB,ASC333,Hot chocolate souffle,,,,
GF-REC-00323,SRC-INDB,ASC334,Hot vanilla souffle,,,,
GF-REC-00324,SRC-INDB,ASC335,Plain burfi (Burfi),,,,
GF-REC-00325,SRC-INDB,ASC336,Coconut burfi (Nariyal ki burfi),,,,
GF-REC-00326,SRC-INDB,ASC337,Bottle gourd burfi (Ghiya/Lauki burfi),,,,
GF-REC-00327,SRC-INDB,ASC338,Chocolate burfi,,,,
